"long";"lat";"z"
-75,5740419559345;6,26345828630759;49,1454238064078
-75,5744188887456;6,2645660311222;47,1046387520334
-75,5741932674023;6,2632518837445;48,5279172515472
-75,5736933542922;6,263684388201;53,7243060863644
-75,5748351146505;6,26314854033789;40,9945003288801
-75,5745716300343;6,26389387140871;48,5800661184517
-75,5744794316778;6,26365837748038;47,0164762626032
-75,5744836110856;6,26367352699326;48,4810362765754
-75,5738384725599;6,26354488135323;50,0654515727872
-75,5741880768751;6,26374555848965;50,5848839352778
-75,5737711906574;6,2628446831608;42,6310713949849
-75,5739287885007;6,26300183182;45,1453014687212
-75,5747818301316;6,26367638421067;44,1506160676238
-75,5738758522767;6,26353946576168;50,9367113476873
-75,5743225821469;6,26437037732638;50,2609488642422
-75,5741896959124;6,26423241467761;51,6989087476533
-75,5748975255611;6,26387509732227;44,910683195699
-75,5744988743405;6,26363560781142;47,1684665209067
-75,5742460710074;6,26294347522136;43,9893322844094
-75,5734247400787;6,26320102065554;46,7744470920342
-75,5733710535379;6,26292781026537;45,1327981462922
-75,5738393681611;6,26380101417067;50,3545568101611
-75,5735393436145;6,26400450156546;51,1966396411662
-75,5743272419976;6,26378448192125;49,3275549502653
-75,5742328137525;6,26285875248145;40,8765050238973
-75,5736679170957;6,26382277127508;53,2183316847968
-75,5734206957646;6,26349336817414;48,9027409203506
-75,5745450516116;6,26461335849486;45,6167412131017
-75,5735474910606;6,26327372100592;47,8356080288283
-75,574326624036;6,26317973205335;47,1487137970408
-75,5739891487631;6,26442321078281;51,29123971263
-75,5748201804927;6,26366773794298;44,2742327214103
-75,5746761098881;6,26320811672585;43,5891609319817
-75,5733051146574;6,26397061489171;52,4518958743935
-75,5742012865741;6,26317154157425;46,7729865544791
-75,5735907321334;6,26282143850607;43,7808219437374
-75,5734500584548;6,26430258069033;52,3132475376318
-75,5732021604522;6,26330602886042;50,497803787062
-75,5737077352114;6,26310105712496;45,9820715763643
-75,5740550549347;6,26310779871972;46,3062310426719
-75,5744776413062;6,26371362679753;47,7407897432744
-75,5745651183916;6,26413781147407;47,6836345195796
-75,5749678931246;6,26391045215552;43,3856773396071
-75,5736260045516;6,26376814953666;53,0574629692251
-75,5745257244741;6,26351023748618;47,3318405768831
-75,5746922978064;6,26437258316121;44,5355203609119
-75,574962993903;6,26325786232039;38,3392138943562
-75,5740821035518;6,26381276375609;51,9146431131802
-75,5748017534772;6,26419952638508;45,4313670587478
-75,5734896947253;6,26284111256019;45,0358342083486
